date,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,compound_sentiment,sentiment_intensity,final_sentiment_score,Total Interactions,weighted_sentiment_neutral,weighted_sentiment_negative,weighted_sentiment_positive,weighted_positive,weighted_negative,weighted_neutral,weighted_compound,Open,High,Low,Close,Adj Close,Volume,pct_change,log_return,Close,Volume
2015-01-16,273,29,37,0,0,0,0,0,0,0.0232863949999999,1.458889911667192,1.482176306667192,339,317.06920317600003,7.018358358,14.912446263,0.043989517,0.020703122,0.935307384,0.0232863944644129,209.070007,221.591003,199.770996,208.097,208.097,38421000,-0.008325203722533092,-0.008360051777262041,208.097,38421000
2015-01-17,0,0,0,0,0,0,0,0,0,0.029701916,1.2543628779959666,1.2840647939959666,0,0.0,0.0,0.0,0.0558641726666666,0.0261622566666666,0.9179735583333334,0.0297019163663236,207.834,211.731003,194.875,199.259995,199.259995,23469700,-0.042465797200344046,-0.0433938376257251,199.259995,23469700
2015-01-18,0,0,0,0,0,0,0,0,0,0.0361174369999999,1.0498358443247413,1.0859532813247412,0,0.0,0.0,0.0,0.0677388283333333,0.0316213913333333,0.9006397326666667,0.0361174387215979,200.050003,218.695007,194.505997,210.339005,210.339005,30085100,0.05560077425476195,0.054110059120391185,210.339005,30085100
2015-01-19,828,1,1,0,0,0,0,0,0,0.0425329579999999,0.8453088106535159,0.8878417686535159,830,733.14390281,30.77683658,66.07919172,0.079613484,0.037080526,0.883305907,0.0425329615302358,211.470993,216.727997,207.317993,214.860992,214.860992,18658300,0.021498566088586468,0.02127073154336158,214.860992,18658300
2015-01-20,0,0,0,0,0,0,0,0,0,0.0299872533333333,1.0091537286055057,1.0391409819388386,0,0.0,0.0,0.0,0.0666739776666666,0.0366867243333333,0.8966392276666667,0.0299872554424369,212.906998,215.240997,205.153,211.315002,211.315002,24051100,-0.01650364715806585,-0.016641349505670294,211.315002,24051100
2015-01-21,0,0,0,0,0,0,0,0,0,0.0174415486666666,1.1729986465574949,1.1904401952241614,0,0.0,0.0,0.0,0.0537344713333333,0.0362929226666666,0.9099725483333332,0.0174415496724627,211.378006,227.787994,211.212006,226.897003,226.897003,29924600,0.07373826208515011,0.07114626255473734,226.897003,29924600
2015-01-22,472,3,25,0,0,0,0,0,0,0.004895844,1.3368435645094845,1.3417394085094845,500,461.6529345,17.9495605,20.3974825,0.040794965,0.035899121,0.923305869,0.0048958442203129,227.322006,237.018997,226.434006,233.406006,233.406006,33544600,0.02868703823293761,0.028283268932505382,233.406006,33544600
2015-01-23,0,0,0,0,0,0,0,0,0,0.0086962812,1.4235505994892064,1.4322468806892064,0,0.0,0.0,0.0,0.041433175,0.0327368938,0.9258298874,0.0086962815808971,233.516998,234.845001,225.195999,232.878998,232.878998,24621700,-0.002257902480881313,-0.002260455386219358,232.878998,24621700
2015-01-24,0,0,0,0,0,0,0,0,0,0.0124967184,1.5102576344689287,1.522754352868929,0,0.0,0.0,0.0,0.042071385,0.0295746666,0.9283539058,0.0124967189323602,232.699997,248.210007,230.022003,247.847,247.847,24782500,0.06427373068652598,0.062292623515136696,247.847,24782500
2015-01-25,0,0,0,0,0,0,0,0,0,0.0162971556,1.5969646694486508,1.6132618250486508,0,0.0,0.0,0.0,0.042709595,0.0264124393999999,0.9308779242,0.0162971562747022,247.352005,255.074005,243.889999,253.718002,253.718002,33582700,0.023688009134667842,0.0234118016139419,253.718002,33582700
2015-01-26,0,0,0,0,0,0,0,0,0,0.0200975928,1.6836717044283729,1.703769297228373,0,0.0,0.0,0.0,0.043347805,0.0232502122,0.9334019426,0.0200975936079232,254.078995,309.384003,254.078995,273.472992,273.472992,106794000,0.07786199577592434,0.07497944553096635,273.472992,106794000
2015-01-27,538,64,105,0,0,0,0,0,0,0.02389803,1.7703787394080952,1.7942767694080952,707,661.699654427,14.202205395,31.098112605,0.043986015,0.020087985,0.935925961,0.0238980309320232,273.166992,275.480011,250.653,263.475006,263.475006,44399000,-0.03655931771134446,-0.03724435785045779,263.475006,44399000
2015-01-28,0,0,0,0,0,0,0,0,0,0.0035676,1.5143193451964905,1.5178869451964905,0,0.0,0.0,0.0,0.039510856,0.035943256,0.9245458646666668,0.003567600083244,263.351013,266.535004,227.046005,233.914993,233.914993,44352200,-0.1121928544523878,-0.11900073801399254,233.914993,44352200
2015-01-29,0,0,0,0,0,0,0,0,0,-0.0167628299999999,1.2582599509848853,1.241497120984885,0,0.0,0.0,0.0,0.035035697,0.051798527,0.9131657683333332,-0.016762830128515,233.348007,238.705994,220.712006,233.513,233.513,32213400,-0.0017185431119415284,-0.0017200215011818857,233.513,32213400
2015-01-30,2186,105,0,0,0,0,0,0,0,-0.03709326,1.00220055677328,0.96510729677328,2291,2065.990974552,154.994851218,70.014192558,0.030560538,0.067653798,0.901785672,-0.0370932597032539,232.772003,242.850998,225.839005,226.425003,226.425003,26605200,-0.03035375760664294,-0.030823972566952434,226.425003,26605200
2015-01-31,0,0,0,0,0,0,0,0,0,0.3776784685,0.7948468149292416,1.1725252834292417,0,0.0,0.0,0.0,0.415480308,0.0378018395,0.5467178524999999,0.3776784685,226.440994,233.503998,216.309006,217.464005,217.464005,23348200,-0.03957600919188253,-0.040380434930252285,217.464005,23348200
2015-02-01,355,0,0,0,0,0,0,0,0,0.792450197,0.587493073085203,1.379943270085203,355,68.03576171499999,2.8222077550000004,284.14202769,0.800400078,0.007949881,0.1916500329999999,0.7924502033396016,216.867004,231.574005,212.014999,226.972,226.972,29128500,0.043722155305656374,0.04279331927560903,226.972,29128500
2015-02-02,1766,2,4,0,0,0,0,0,0,0.099580735,1.1245220441521953,1.2241027791521952,1772,1552.918684312,21.312125748,197.769188168,0.111607894,0.0120271589999999,0.876364946,0.0995807350995807,226.490997,242.175003,222.658997,238.229004,238.229004,30612100,0.049596443614190244,0.04840575087705219,238.229004,30612100
2015-02-03,0,0,0,0,0,0,0,0,0,0.08185823725,1.137342223498917,1.2192004607489169,0,0.0,0.0,0.0,0.0956556655,0.01379742825,0.89054691775,0.0818582363086302,237.453995,245.957001,224.483002,227.268005,227.268005,40783700,-0.0460103464144106,-0.04710245289078551,227.268005,40783700
2015-02-04,0,0,0,0,0,0,0,0,0,0.0641357395,1.1501624028456383,1.2142981423456387,0,0.0,0.0,0.0,0.079703437,0.0155676975,0.9047288895,0.0641357379607422,227.511002,230.057999,221.113007,226.852997,226.852997,26594300,-0.0018260731421477772,-0.00182774244619842,226.852997,26594300
2015-02-05,0,0,0,0,0,0,0,0,0,0.0464132417499999,1.1629825821923605,1.2093958239423603,0,0.0,0.0,0.0,0.0637512085,0.01733796675,0.91891086125,0.0464132400559167,227.664993,239.404999,214.725006,217.110992,217.110992,22516400,-0.04294413178945122,-0.043893510747718335,217.110992,22516400
2015-02-06,643,5,8,0,0,0,0,0,0,0.0286907439999999,1.175802761539082,1.204493505539082,656,612.108898448,12.535002816,31.35613088,0.04779898,0.019108236,0.933092833,0.0286907425941536,216.923004,230.509995,216.231995,222.266006,222.266006,24435300,0.023743680375243326,0.023466183150453655,222.266006,24435300
2015-02-07,692,38,433,0,0,0,0,0,0,-0.012907243,1.7948794965196024,1.7819722535196023,1163,1090.077782177,43.966702117,28.955578508,0.024897316,0.0378045589999999,0.937298179,-0.0129072423030089,222.632996,230.298996,222.606995,227.753998,227.753998,21604200,0.02469109918680057,0.024391200523294077,227.753998,21604200
2015-02-08,0,0,0,0,0,0,0,0,0,0.00389015,1.5169656143344394,1.5208557643344396,0,0.0,0.0,0.0,0.0339504676666666,0.0300603176666666,0.9359892806666666,0.0038901497432501,227.692993,229.438004,221.076996,223.412003,223.412003,17145200,-0.01906440737870163,-0.019248476392433107,223.412003,17145200
2015-02-09,0,0,0,0,0,0,0,0,0,0.020687543,1.2390517321492769,1.2597392751492764,0,0.0,0.0,0.0,0.0430036193333333,0.0223160763333333,0.9346803823333334,0.0206875413863717,223.389008,223.977005,217.018997,220.110001,220.110001,27791300,-0.014779877337208203,-0.014890187992258077,220.110001,27791300
2015-02-10,957,2,2,0,0,0,0,0,0,0.037484936,0.9611378499641136,0.9986227859641136,961,896.969996124,14.003533435,50.026556931,0.052056771,0.014571835,0.933371484,0.037484932626356,220.281998,221.807007,215.332001,219.839005,219.839005,21115100,-0.0012311844022027119,-0.0012319429323764237,219.839005,21115100
2015-02-11,0,0,0,0,0,0,0,0,0,-0.0423596115,1.1894481050335566,1.1470884935335566,0,0.0,0.0,0.0,0.045320917,0.0876805285,0.8669986425,-0.0423596077723545,219.731995,223.406006,218.074005,219.184998,219.184998,17201900,-0.0029749361356505855,-0.0029793700540891783,219.184998,17201900
2015-02-12,124,162,29,0,0,0,0,0,0,-0.122204159,1.4177583601029995,1.2955542011029997,315,252.197127315,50.648604930000005,12.154294845,0.038585063,0.160789222,0.800625801,-0.1222041484904432,219.207993,222.199005,217.613998,221.764008,221.764008,15206200,0.011766361856571983,0.011697676480556722,221.764008,15206200
2015-02-13,0,0,0,0,0,0,0,0,0,-0.08042101825,1.4641864677466851,1.3837654494966851,0,0.0,0.0,0.0,0.04511891025,0.1255399285,0.8293412475,-0.0804210113136877,221.968994,240.259003,221.261993,235.427002,235.427002,42744400,0.06161051165705844,0.05978710569846157,235.427002,42744400
2015-02-14,0,0,0,0,0,0,0,0,0,-0.0386378775,1.5106145753903708,1.471976697890371,0,0.0,0.0,0.0,0.0516527575,0.090290635,0.8580566940000001,-0.0386378741578238,235.528,259.808014,235.528,257.321014,257.321014,49732500,0.09299703013675553,0.08892349202397215,257.321014,49732500
2015-02-15,0,0,0,0,0,0,0,0,0,0.00314526325,1.557042683034057,1.5601879462840569,0,0.0,0.0,0.0,0.0581866047499999,0.0550413415,0.8867721405,0.0031452629771484,257.506989,265.610992,227.684006,234.824997,234.824997,56552400,-0.08742394043263013,-0.09148384404861232,234.824997,56552400
2015-02-16,313,61,60,0,0,0,0,0,0,0.044928404,1.6034707906777423,1.6483991946777423,434,397.321612758,8.589748832,28.088676168,0.064720452,0.019792048,0.915487587,0.0449284000912291,234.824997,239.520996,229.022003,233.843002,233.843002,28153700,-0.004181816299565377,-0.004190584546683867,233.843002,28153700
2015-02-17,410,1,6,0,0,0,0,0,0,0.18448555,1.0256987102886834,1.2101842602886834,417,331.59113836200004,4.2392007330000006,81.169675083,0.194651499,0.010165949,0.7951825860000001,0.1844855437274914,233.421997,245.774994,232.313995,243.610001,243.610001,27363100,0.04176733499170515,0.040918631442794264,243.610001,27363100
2015-02-18,312,0,2,0,0,0,0,0,0,0.042532895,0.7943427767876373,0.8368756717876373,314,277.358111004,11.64326758,24.998596610000003,0.079613365,0.03708047,0.883306086,0.0425328983600989,243.779999,244.251007,232.339996,236.326004,236.326004,25200800,-0.02990023796272634,-0.03035636531203921,236.326004,25200800
2015-02-19,0,0,0,0,0,0,0,0,0,0.207315052,0.9668959931897734,1.1742110451897734,0,0.0,0.0,0.0,0.230212975,0.022897923,0.7468890545,0.2073150618474654,236.410004,242.671997,235.591995,240.283005,240.283005,18270500,0.016743823925529533,0.016605191457295904,240.283005,18270500
2015-02-20,1342,6,4,0,0,0,0,0,0,0.372097209,1.1394492095919095,1.5115464185919096,1352,825.3581750960001,11.783188352,514.8586149199999,0.3808125849999999,0.008715376,0.610472023,0.3720972149535553,240.251007,247.100998,239.298996,243.779007,243.779007,23876700,0.014549518389783689,0.014444689728100025,243.779007,23876700
2015-02-21,0,0,0,0,0,0,0,0,0,0.3061843462,1.1773088206548707,1.4834931668548708,0,0.0,0.0,0.0,0.3205727409999999,0.0143883947999999,0.6650388356,0.3061843549568726,243.751999,255.320007,243.184006,244.533997,244.533997,12284200,0.003097026316133844,0.003092240408973341,244.533997,12284200
2015-02-22,0,0,0,0,0,0,0,0,0,0.2402714833999999,1.2151684317178315,1.455439915117832,0,0.0,0.0,0.0,0.2603328969999999,0.0200614136,0.7196056482000001,0.2402714932991854,244.544006,246.391998,233.850998,235.977005,235.977005,19527000,-0.0349930566096297,-0.035619982445854965,235.977005,19527000
2015-02-23,0,0,0,0,0,0,0,0,0,0.1743586205999999,1.253028042780793,1.4273866633807928,0,0.0,0.0,0.0,0.2000930529999999,0.0257344324,0.7741724608,0.1743586299804942,235.994995,240.108994,232.421005,238.891998,238.891998,16400000,0.012352868873812595,0.012277194746823499,238.891998,16400000
2015-02-24,0,0,0,0,0,0,0,0,0,0.1084457577999999,1.290887653843754,1.399333411643754,0,0.0,0.0,0.0,0.1398532089999999,0.0314074512,0.8287392734000001,0.1084457650007987,238.998001,239.901001,236.401993,238.735001,238.735001,14200400,-0.0006571881909581689,-0.0006574042337763812,238.735001,14200400
2015-02-25,808,0,26,0,0,0,0,0,0,0.042532895,1.3287472649067151,1.371280159906715,834,736.6772757240001,30.925111979999997,66.39754641,0.079613365,0.03708047,0.883306086,0.0425328983600989,238.889999,239.339996,235.529999,237.470001,237.470001,11496200,-0.005298762203703955,-0.005312850432971675,237.470001,11496200
2015-02-26,1447,334,29,0,0,0,0,0,0,-0.165627845,1.6987398602182506,1.5331120152182507,1810,1321.23271506,394.2768087099999,94.49040926,0.052204646,0.2178324909999999,0.729962826,-0.1656278511282304,237.337006,237.710007,234.257004,236.425995,236.425995,13619400,-0.004396370049284615,-0.004406062502261771,236.425995,13619400
2015-02-27,1061,331,174,0,0,0,0,0,0,0.0236668599999999,2.020004863410716,2.043671723410716,1566,1441.823315904,43.557212592,80.619515352,0.051481172,0.027814312,0.920704544,0.0236668593373279,236.436005,256.653015,236.436005,253.828003,253.828003,44013900,0.0736044613029967,0.07102164268770889,253.828003,44013900
2015-02-28,448,74,41,0,0,0,0,0,0,-0.200253311,1.574110618107715,1.3738573071077147,563,408.8509941,133.445800707,20.703186614,0.036772978,0.2370262889999999,0.7262007,-0.2002533176083595,253.520004,254.692001,249.479004,254.263,254.263,13949300,0.0017137470840835611,0.0017122802951138984,254.263,13949300
2015-03-01,0,0,0,0,0,0,0,0,0,-0.1858090363333333,1.352154420996395,1.1663453846630616,0,0.0,0.0,0.0,0.0328536476666666,0.2186626839999999,0.7484836579999999,-0.18580903825336,254.283005,261.660004,245.932999,260.201996,260.201996,25213700,0.023357688692416945,0.023089072672943127,260.201996,25213700
2015-03-02,0,0,0,0,0,0,0,0,0,-0.1713647616666666,1.1301982238850752,0.9588334622184084,0,0.0,0.0,0.0,0.0289343173333333,0.200299079,0.770766616,-0.1713647595531679,260.356995,276.300995,258.312988,275.670013,275.670013,40465700,0.05944618887550712,0.0577463082674623,275.670013,40465700
2015-03-03,6221,1,0,0,0,0,0,0,0,-0.156920487,0.9082420267737557,0.7513215397737555,6222,4934.3544494279995,1132.002519228,155.643249114,0.025014987,0.1819354739999999,0.7930495739999999,-0.1569204815077831,275.04599,285.79599,268.161011,281.701996,281.701996,50461300,0.021881172109931457,0.02164521507049455,281.701996,50461300
2015-03-04,0,0,0,0,0,0,0,0,0,-0.0662101385,1.3747886842012416,1.308578545701241,0,0.0,0.0,0.0,0.0394221235,0.1056322619999999,0.8549456299999999,-0.0662101374737428,281.98999,284.225006,268.126007,273.09201,273.09201,41383000,-0.03056416398270745,-0.03104098904008981,273.09201,41383000
2015-03-05,953,188,86,0,0,0,0,0,0,0.0245002099999999,1.8413353416287277,1.8658355516287275,1227,1124.964748722,35.98674435,66.04850202,0.05382926,0.02932905,0.916841686,0.0245002100980008,272.739014,281.666992,264.769012,276.178009,276.178009,41302400,0.011300217095329801,0.01123684659552837,276.178009,41302400
2015-03-06,0,0,0,0,0,0,0,0,0,0.0296444354999999,1.976768432110177,2.006412867610177,0,0.0,0.0,0.0,0.053329913,0.0236854775,0.9229846,0.0296444357816221,275.600006,277.608002,270.015015,272.722992,272.722992,28918900,-0.012510109014508775,-0.012589019235976068,272.722992,28918900
2015-03-07,520,110,520,0,0,0,0,0,0,0.034788661,2.112201522591626,2.1469901835916265,1150,1068.4966411,20.74819075,60.7551509,0.052830566,0.018041905,0.929127514,0.0347886615218299,272.294006,277.854004,270.132996,276.260986,276.260986,17825900,0.012972848288493433,0.012889421638322851,276.260986,17825900
2015-03-08,652,106,299,0,0,0,0,0,0,0.055507527,1.502259026479783,1.557766553479783,1057,966.364992215,15.280785513,75.354244854,0.0712906763046357,0.0144567507218543,0.9142525943377484,0.0568339243685679,276.433014,277.858002,272.565002,274.354004,274.354004,22067900,-0.006902827748540785,-0.006926762472448239,274.354004,22067900
2015-03-09,0,0,0,0,0,0,0,0,0,-0.0349301786666666,1.2614935840598096,1.226563405393143,0,0.0,0.0,0.0,0.0613325665364238,0.0953784794812362,0.8432889878918323,-0.0340459117903327,274.812012,292.700989,273.893005,289.606995,289.606995,59178200,0.055596021117300776,0.05410555633081552,289.606995,59178200
2015-03-10,0,0,0,0,0,0,0,0,0,-0.1253678843333333,1.020728141639836,0.8953602573065027,0,0.0,0.0,0.0,0.0513744567682119,0.1763002082406181,0.7723253814459161,-0.1249257456690123,289.862,300.044006,289.743011,291.76001,291.76001,67770800,0.007434264493507925,0.007406766549787788,291.76001,67770800
2015-03-11,248,95,0,0,0,0,0,0,0,-0.21580559,0.7799626992198625,0.5641571092198625,343,240.567088825,88.227124391,14.205807021,0.041416347,0.257221937,0.701361775,-0.2158055772674709,291.524994,297.390991,290.507996,296.378998,296.378998,33963900,0.015831463674545354,0.01570745318622147,296.378998,33963900
2015-03-12,1079,1007,496,0,0,0,0,0,0,0.023258988,2.2859758096627183,2.309234797662718,2582,2403.007236818,59.46898548,119.523692496,0.046291128,0.02303214,0.930676699,0.0232589887675466,296.127014,297.088013,292.412994,294.354004,294.354004,32585200,-0.006832447689157917,-0.00685589572589427,294.354004,32585200
2015-03-13,0,0,0,0,0,0,0,0,0,0.01279398725,1.9197607212935357,1.9325547085435355,0,0.0,0.0,0.0,0.04454076875,0.0317467815,0.9237124325,0.0127939874706962,294.118011,294.497986,285.337006,285.337006,285.337006,31421500,-0.030633175963184822,-0.031112179349375435,285.337006,31421500
2015-03-14,0,0,0,0,0,0,0,0,0,0.0023289865,1.553545632924353,1.5558746194243531,0,0.0,0.0,0.0,0.0427904095,0.0404614229999999,0.916748166,0.0023289865034934,284.441986,286.34201,280.976013,281.88501,281.88501,22612300,-0.012097961103579968,-0.012171737064600728,281.88501,22612300
2015-03-15,0,0,0,0,0,0,0,0,0,-0.0081360142499999,1.187330544555171,1.1791945303051707,0,0.0,0.0,0.0,0.04104005025,0.0491760645,0.9097838995,-0.0081360141340617,281.424988,286.528992,280.996002,286.393005,286.393005,11970100,0.01599231899560749,0.01586578908401946,286.393005,11970100
2015-03-16,983,13,0,0,0,0,0,0,0,-0.018601015,0.8211154561859884,0.8025144411859884,996,899.208354468,57.659143176,39.132532236,0.039289691,0.057890706,0.902819633,-0.0186010144419695,285.684998,294.112,285.684998,290.592987,290.592987,21516100,0.014665099798788717,0.014558607110809595,290.592987,21516100
2015-03-17,546,28,0,0,0,0,0,0,0,0.0425329879999999,0.7988096717415218,0.8413426597415219,574,507.017658924,21.284209296,45.698144408,0.079613492,0.037080504,0.883306026,0.0425329870642742,290.595001,292.36499,284.373993,285.505005,285.505005,21497200,-0.017508963490574625,-0.017664058425959927,285.505005,21497200
2015-03-18,1414,34,0,0,0,0,0,0,0,0.042532895,0.9032558840822046,0.9457887790822046,1448,1279.027212528,53.69252056,115.28015252,0.079613365,0.03708047,0.883306086,0.0425328983600989,285.066986,285.335999,249.869995,256.299011,256.299011,57008000,-0.102295908963137,-0.10791478498707688,256.299011,57008000
2015-03-19,228,460,21,1,0,1,0,14,0,0.061932257,0.8073726731857602,0.8693049301857603,725,665.7181739,7.190499975,52.0913863,0.071850188,0.009917931,0.918231964,0.061932251859623,255.880005,264.243988,248.636002,260.928009,260.928009,52732000,0.018060928061872206,0.017899767085747406,260.928009,52732000
2015-03-20,0,0,0,0,0,0,0,0,0,0.0554731198,0.811908710672603,0.867381830472603,0,0.0,0.0,0.0,0.0676327712,0.0121596513999999,0.9202076314,0.0554731168044516,260.955994,264.847992,259.161987,261.748993,261.748993,18456700,0.0031464004310859384,0.0031414608717584714,261.748993,18456700
2015-03-21,0,0,0,0,0,0,0,0,0,0.0490139826,0.8164447481594457,0.8654587307594457,0,0.0,0.0,0.0,0.0634153544,0.0144013718,0.9221832988,0.0490139813746504,261.644012,262.196014,255.649994,260.024994,260.024994,17130100,-0.006586458959175423,-0.006608245396327613,260.024994,17130100
2015-03-22,0,0,0,0,0,0,0,0,0,0.0425548454,0.8209807856462883,0.8635356310462884,0,0.0,0.0,0.0,0.0591979376,0.0166430922,0.9241589662,0.0425548455702193,259.916992,269.747009,259.589996,267.959991,267.959991,18438100,0.03051628567675313,0.030059924888471572,267.959991,18438100
2015-03-23,0,0,0,0,0,0,0,0,0,0.0360957082,0.825516823133131,0.8616125313331311,0,0.0,0.0,0.0,0.0549805208,0.0188848126,0.9261346336,0.0360957093911584,267.894989,277.296997,261.744995,266.73999,266.73999,22811900,-0.004552922230841583,-0.004563318348406312,266.73999,22811900
2015-03-24,4025,0,0,0,0,0,0,0,0,0.029636571,0.8300528606199737,0.8596894316199738,4025,3735.643961525,85.034295325,204.32149360000005,0.050763104,0.021126533,0.928110301,0.0296365728374675,266.576996,267.002991,244.154999,245.595001,245.595001,40073700,-0.07927191194691119,-0.08259052187324785,245.595001,40073700
2015-03-25,0,0,0,0,0,0,0,0,0,0.0256795943333333,1.13481980161336,1.1604993959466934,0,0.0,0.0,0.0,0.0469404966666666,0.0212609023333333,0.931798577,0.0256795949496436,247.472,249.190002,236.514999,246.197006,246.197006,35866900,0.0024512103159624044,0.00244821100025839,246.197006,35866900
2015-03-26,0,0,0,0,0,0,0,0,0,0.0217226176666666,1.439586742606746,1.4613093602734128,0,0.0,0.0,0.0,0.0431178893333333,0.0213952716666666,0.935486853,0.02172261736255,246.276001,254.354004,244.904999,248.531998,248.531998,25730000,0.009484242062635095,0.009439549003192882,248.531998,25730000
2015-03-27,477,72,95,0,0,0,0,0,0,0.017765641,1.7443536836001323,1.7621193246001323,644,604.828783076,13.865088804,25.306161608,0.039295282,0.021529641,0.939175129,0.0177656400761867,248.565994,256.811005,245.212997,247.029007,247.029007,17274900,-0.006047474820525811,-0.006065834855033432,247.029007,17274900
2015-03-28,0,0,0,0,0,0,0,0,0,0.0760689634999999,1.6616963414952854,1.7377653049952857,0,0.0,0.0,0.0,0.0968106964999999,0.020741733,0.8824476004999999,0.0760689612179311,246.975006,254.205002,246.975006,252.798004,252.798004,16040900,0.02335352058473039,0.02308499969218486,252.798004,16040900
2015-03-29,265,52,60,0,0,0,0,0,0,0.1343722859999999,1.5790389993904383,1.7134112853904384,377,311.29646714399996,7.522592025000001,58.180943846999995,0.154326111,0.019953825,0.8257200719999999,0.1343722849250217,252.740005,253.139008,240.850006,242.712997,242.712997,21699400,-0.03989353887461866,-0.040711103663267925,242.712997,21699400
2015-03-30,524,4,0,0,0,0,0,0,0,0.040262325,0.7068117218808674,0.7470740468808674,528,488.994183744,8.873666736,30.132174336,0.057068512,0.016806187,0.926125348,0.0402623231076708,242.878998,249.242004,239.214005,247.526001,247.526001,23009600,0.019830021710786294,0.019635968027713235,247.526001,23009600
2015-03-31,580,0,1,0,0,0,0,0,0,0.05967567,0.7751045117971802,0.8347801817971802,581,527.848863878,9.239780116,43.911344386,0.075578906,0.015903236,0.908517838,0.0596756711935134,247.453995,248.729996,242.738998,244.223999,244.223999,22672000,-0.013340020792401597,-0.013429798185247034,244.223999,22672000
2015-04-01,1627,0,6,0,0,0,0,0,0,0.07680334,0.9333198013115164,1.0101231413115166,1633,1448.624437739,21.065629975,163.309946287,0.1000060908064911,0.0128999571187997,0.8870939606484997,0.0871061329408616,244.223007,247.541,241.160004,247.272003,247.272003,22877200,0.012480362341458662,0.012403124592155042,247.272003,22877200
2015-04-02,0,0,0,0,0,0,0,0,0,0.068942007,0.9544189596010448,1.0233609666010448,0,0.0,0.0,0.0,0.0907853212043274,0.0149747850791998,0.8942398820989997,0.0758105370058544,247.089005,254.460999,245.416,253.005005,253.005005,26272600,0.023185002468718574,0.02292031369727746,253.005005,26272600
