date,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,compound_sentiment,sentiment_intensity,final_sentiment_score,Total Interactions,weighted_sentiment_neutral,weighted_sentiment_negative,weighted_sentiment_positive,weighted_positive,weighted_negative,weighted_neutral,weighted_compound,Date,Open,High,Low,Close,Adj Close,Volume
2015-01-14,1067,0,0,0,0,0,0,0,0,0.042532951000000006,0.6973543019520141,0.7398872529520141,1067,942.487529742,39.564913773,84.94757249000001,0.07961347,0.037080519,0.883306026,0.04253295036200575,2015-01-14,223.893997,223.893997,171.509995,178.102997,178.102997,97638704
2015-01-15,0,0,0,0,0,0,0,0,0,0.032909673,1.078122106809603,1.111031779809603,0,0.0,0.0,0.0,0.0618014935,0.0288918205,0.9093067050000001,0.032909672374716224,2015-01-15,176.897003,229.067001,176.897003,209.843994,209.843994,81773504
2015-01-16,273,29,37,0,0,0,0,0,0,0.023286394999999998,1.458889911667192,1.482176306667192,339,317.06920317600003,7.018358358,14.912446263,0.043989517,0.020703122,0.9353073840000001,0.023286394464412923,2015-01-16,209.070007,221.591003,199.770996,208.097,208.097,38421000
2015-01-17,0,0,0,0,0,0,0,0,0,0.029701916,1.2543628779959666,1.2840647939959666,0,0.0,0.0,0.0,0.05586417266666666,0.026162256666666668,0.9179735583333334,0.029701916366323626,2015-01-17,207.834,211.731003,194.875,199.259995,199.259995,23469700
2015-01-18,0,0,0,0,0,0,0,0,0,0.036117436999999995,1.0498358443247413,1.0859532813247412,0,0.0,0.0,0.0,0.06773882833333333,0.03162139133333333,0.9006397326666667,0.036117438721597915,2015-01-18,200.050003,218.695007,194.505997,210.339005,210.339005,30085100
2015-01-19,828,1,1,0,0,0,0,0,0,0.042532957999999996,0.8453088106535159,0.8878417686535159,830,733.14390281,30.77683658,66.07919172,0.079613484,0.037080526,0.883305907,0.0425329615302358,2015-01-19,211.470993,216.727997,207.317993,214.860992,214.860992,18658300
2015-01-20,0,0,0,0,0,0,0,0,0,0.02998725333333333,1.0091537286055055,1.0391409819388386,0,0.0,0.0,0.0,0.06667397766666666,0.03668672433333334,0.8966392276666667,0.029987255442436956,2015-01-20,212.906998,215.240997,205.153,211.315002,211.315002,24051100
2015-01-21,0,0,0,0,0,0,0,0,0,0.017441548666666667,1.1729986465574949,1.1904401952241614,0,0.0,0.0,0.0,0.05373447133333334,0.036292922666666665,0.9099725483333333,0.017441549672462704,2015-01-21,211.378006,227.787994,211.212006,226.897003,226.897003,29924600
2015-01-22,472,3,25,0,0,0,0,0,0,0.004895844000000003,1.3368435645094843,1.3417394085094843,500,461.6529345,17.9495605,20.397482500000002,0.040794965,0.035899121,0.923305869,0.004895844220312993,2015-01-22,227.322006,237.018997,226.434006,233.406006,233.406006,33544600
2015-01-23,0,0,0,0,0,0,0,0,0,0.008696281200000003,1.4235505994892064,1.4322468806892064,0,0.0,0.0,0.0,0.041433175,0.0327368938,0.9258298874,0.008696281580897136,2015-01-23,233.516998,234.845001,225.195999,232.878998,232.878998,24621700
2015-01-24,0,0,0,0,0,0,0,0,0,0.012496718400000004,1.5102576344689287,1.5227543528689287,0,0.0,0.0,0.0,0.042071385,0.0295746666,0.9283539058,0.012496718932360228,2015-01-24,232.699997,248.210007,230.022003,247.847,247.847,24782500
2015-01-25,0,0,0,0,0,0,0,0,0,0.016297155600000005,1.5969646694486508,1.6132618250486508,0,0.0,0.0,0.0,0.042709595,0.026412439399999998,0.9308779242,0.016297156274702275,2015-01-25,247.352005,255.074005,243.889999,253.718002,253.718002,33582700
2015-01-26,0,0,0,0,0,0,0,0,0,0.020097592800000005,1.6836717044283729,1.703769297228373,0,0.0,0.0,0.0,0.043347805,0.0232502122,0.9334019426,0.020097593607923268,2015-01-26,254.078995,309.384003,254.078995,273.472992,273.472992,106794000
2015-01-27,538,64,105,0,0,0,0,0,0,0.023898030000000004,1.7703787394080952,1.7942767694080952,707,661.699654427,14.202205395,31.098112605,0.043986015,0.020087985,0.935925961,0.02389803093202321,2015-01-27,273.166992,275.480011,250.653,263.475006,263.475006,44399000
2015-01-28,0,0,0,0,0,0,0,0,0,0.003567600000000004,1.5143193451964903,1.5178869451964903,0,0.0,0.0,0.0,0.039510856000000004,0.035943256,0.9245458646666667,0.003567600083244006,2015-01-28,263.351013,266.535004,227.046005,233.914993,233.914993,44352200
2015-01-29,0,0,0,0,0,0,0,0,0,-0.016762829999999996,1.2582599509848853,1.241497120984885,0,0.0,0.0,0.0,0.035035697000000005,0.051798527,0.9131657683333333,-0.016762830128515024,2015-01-29,233.348007,238.705994,220.712006,233.513,233.513,32213400
2015-01-30,2186,105,0,0,0,0,0,0,0,-0.03709326,1.0022005567732801,0.9651072967732801,2291,2065.990974552,154.994851218,70.014192558,0.030560538,0.067653798,0.9017856719999999,-0.037093259703253924,2015-01-30,232.772003,242.850998,225.839005,226.425003,226.425003,26605200
2015-01-31,0,0,0,0,0,0,0,0,0,0.3776784685,0.7948468149292416,1.1725252834292417,0,0.0,0.0,0.0,0.415480308,0.037801839500000003,0.5467178524999999,0.37767846850000003,2015-01-31,226.440994,233.503998,216.309006,217.464005,217.464005,23348200
2015-02-01,355,0,0,0,0,0,0,0,0,0.792450197,0.587493073085203,1.379943270085203,355,68.03576171499999,2.8222077550000004,284.14202769,0.800400078,0.007949881,0.19165003299999997,0.7924502033396016,2015-02-01,216.867004,231.574005,212.014999,226.972,226.972,29128500
2015-02-02,1766,2,4,0,0,0,0,0,0,0.099580735,1.1245220441521953,1.2241027791521952,1772,1552.918684312,21.312125748,197.769188168,0.111607894,0.012027158999999999,0.876364946,0.09958073509958074,2015-02-02,226.490997,242.175003,222.658997,238.229004,238.229004,30612100
2015-02-03,0,0,0,0,0,0,0,0,0,0.08185823725,1.137342223498917,1.2192004607489169,0,0.0,0.0,0.0,0.0956556655,0.01379742825,0.89054691775,0.08185823630863028,2015-02-03,237.453995,245.957001,224.483002,227.268005,227.268005,40783700
2015-02-04,0,0,0,0,0,0,0,0,0,0.0641357395,1.1501624028456385,1.2142981423456387,0,0.0,0.0,0.0,0.079703437,0.0155676975,0.9047288895000001,0.06413573796074229,2015-02-04,227.511002,230.057999,221.113007,226.852997,226.852997,26594300
2015-02-05,0,0,0,0,0,0,0,0,0,0.046413241749999994,1.1629825821923603,1.2093958239423603,0,0.0,0.0,0.0,0.0637512085,0.01733796675,0.91891086125,0.046413240055916745,2015-02-05,227.664993,239.404999,214.725006,217.110992,217.110992,22516400
2015-02-06,643,5,8,0,0,0,0,0,0,0.028690743999999997,1.175802761539082,1.204493505539082,656,612.108898448,12.535002816,31.35613088,0.04779898,0.019108236,0.933092833,0.02869074259415361,2015-02-06,216.923004,230.509995,216.231995,222.266006,222.266006,24435300
2015-02-07,692,38,433,0,0,0,0,0,0,-0.012907243000000002,1.7948794965196024,1.7819722535196025,1163,1090.077782177,43.966702117,28.955578508,0.024897316,0.037804558999999995,0.937298179,-0.01290724230300891,2015-02-07,222.632996,230.298996,222.606995,227.753998,227.753998,21604200
2015-02-08,0,0,0,0,0,0,0,0,0,0.003890150000000002,1.5169656143344394,1.5208557643344396,0,0.0,0.0,0.0,0.033950467666666664,0.030060317666666662,0.9359892806666666,0.0038901497432501193,2015-02-08,227.692993,229.438004,221.076996,223.412003,223.412003,17145200
2015-02-09,0,0,0,0,0,0,0,0,0,0.020687543000000006,1.2390517321492767,1.2597392751492764,0,0.0,0.0,0.0,0.04300361933333333,0.02231607633333333,0.9346803823333334,0.020687541386371775,2015-02-09,223.389008,223.977005,217.018997,220.110001,220.110001,27791300
2015-02-10,957,2,2,0,0,0,0,0,0,0.037484936,0.9611378499641136,0.9986227859641136,961,896.969996124,14.003533435,50.026556931,0.052056771,0.014571835,0.933371484,0.03748493262635606,2015-02-10,220.281998,221.807007,215.332001,219.839005,219.839005,21115100
2015-02-11,0,0,0,0,0,0,0,0,0,-0.0423596115,1.1894481050335566,1.1470884935335566,0,0.0,0.0,0.0,0.045320917,0.08768052850000001,0.8669986425,-0.04235960777235452,2015-02-11,219.731995,223.406006,218.074005,219.184998,219.184998,17201900
2015-02-12,124,162,29,0,0,0,0,0,0,-0.122204159,1.4177583601029995,1.2955542011029995,315,252.19712731500002,50.648604930000005,12.154294845,0.038585063,0.160789222,0.800625801,-0.12220414849044324,2015-02-12,219.207993,222.199005,217.613998,221.764008,221.764008,15206200
2015-02-13,0,0,0,0,0,0,0,0,0,-0.08042101825,1.4641864677466851,1.3837654494966851,0,0.0,0.0,0.0,0.045118910250000005,0.1255399285,0.8293412475,-0.08042101131368777,2015-02-13,221.968994,240.259003,221.261993,235.427002,235.427002,42744400
2015-02-14,0,0,0,0,0,0,0,0,0,-0.0386378775,1.5106145753903708,1.471976697890371,0,0.0,0.0,0.0,0.0516527575,0.09029063500000001,0.8580566940000001,-0.03863787415782389,2015-02-14,235.528,259.808014,235.528,257.321014,257.321014,49732500
2015-02-15,0,0,0,0,0,0,0,0,0,0.003145263250000002,1.5570426830340567,1.5601879462840567,0,0.0,0.0,0.0,0.058186604749999996,0.05504134150000001,0.8867721405,0.003145262977148425,2015-02-15,257.506989,265.610992,227.684006,234.824997,234.824997,56552400
2015-02-16,313,61,60,0,0,0,0,0,0,0.044928404,1.6034707906777423,1.6483991946777423,434,397.321612758,8.589748832,28.088676168,0.064720452,0.019792048,0.915487587,0.044928400091229184,2015-02-16,234.824997,239.520996,229.022003,233.843002,233.843002,28153700
2015-02-17,410,1,6,0,0,0,0,0,0,0.18448555,1.0256987102886834,1.2101842602886834,417,331.59113836200004,4.2392007330000006,81.169675083,0.194651499,0.010165949,0.7951825860000001,0.18448554372749149,2015-02-17,233.421997,245.774994,232.313995,243.610001,243.610001,27363100
2015-02-18,312,0,2,0,0,0,0,0,0,0.04253289500000001,0.7943427767876373,0.8368756717876373,314,277.358111004,11.64326758,24.998596610000003,0.079613365,0.03708047,0.883306086,0.04253289836009898,2015-02-18,243.779999,244.251007,232.339996,236.326004,236.326004,25200800
2015-02-19,0,0,0,0,0,0,0,0,0,0.207315052,0.9668959931897734,1.1742110451897734,0,0.0,0.0,0.0,0.230212975,0.022897923,0.7468890545,0.20731506184746545,2015-02-19,236.410004,242.671997,235.591995,240.283005,240.283005,18270500
2015-02-20,1342,6,4,0,0,0,0,0,0,0.372097209,1.1394492095919095,1.5115464185919096,1352,825.3581750960001,11.783188352,514.8586149199999,0.3808125849999999,0.008715376,0.610472023,0.37209721495355536,2015-02-20,240.251007,247.100998,239.298996,243.779007,243.779007,23876700
2015-02-21,0,0,0,0,0,0,0,0,0,0.3061843462,1.1773088206548707,1.4834931668548708,0,0.0,0.0,0.0,0.32057274099999994,0.014388394799999999,0.6650388356,0.3061843549568726,2015-02-21,243.751999,255.320007,243.184006,244.533997,244.533997,12284200
2015-02-22,0,0,0,0,0,0,0,0,0,0.24027148339999999,1.2151684317178317,1.4554399151178319,0,0.0,0.0,0.0,0.26033289699999995,0.0200614136,0.7196056482000001,0.24027149329918548,2015-02-22,244.544006,246.391998,233.850998,235.977005,235.977005,19527000
2015-02-23,0,0,0,0,0,0,0,0,0,0.17435862059999999,1.253028042780793,1.4273866633807928,0,0.0,0.0,0.0,0.20009305299999997,0.0257344324,0.7741724608,0.17435862998049426,2015-02-23,235.994995,240.108994,232.421005,238.891998,238.891998,16400000
2015-02-24,0,0,0,0,0,0,0,0,0,0.10844575779999999,1.290887653843754,1.399333411643754,0,0.0,0.0,0.0,0.13985320899999998,0.0314074512,0.8287392734000001,0.10844576500079878,2015-02-24,238.998001,239.901001,236.401993,238.735001,238.735001,14200400
2015-02-25,808,0,26,0,0,0,0,0,0,0.04253289500000001,1.3287472649067151,1.371280159906715,834,736.6772757240001,30.925111979999997,66.39754641,0.079613365,0.03708047,0.883306086,0.04253289836009898,2015-02-25,238.889999,239.339996,235.529999,237.470001,237.470001,11496200
2015-02-26,1447,334,29,0,0,0,0,0,0,-0.165627845,1.6987398602182506,1.5331120152182507,1810,1321.23271506,394.27680870999995,94.49040926,0.052204646,0.21783249099999996,0.729962826,-0.16562785112823047,2015-02-26,237.337006,237.710007,234.257004,236.425995,236.425995,13619400
2015-02-27,1061,331,174,0,0,0,0,0,0,0.023666859999999998,2.020004863410716,2.043671723410716,1566,1441.823315904,43.557212592,80.619515352,0.051481172,0.027814312,0.920704544,0.023666859337327935,2015-02-27,236.436005,256.653015,236.436005,253.828003,253.828003,44013900
2015-02-28,448,74,41,0,0,0,0,0,0,-0.200253311,1.5741106181077147,1.3738573071077147,563,408.85099410000004,133.445800707,20.703186614,0.036772978,0.23702628899999997,0.7262007,-0.2002533176083595,2015-02-28,253.520004,254.692001,249.479004,254.263,254.263,13949300
2015-03-01,0,0,0,0,0,0,0,0,0,-0.18580903633333334,1.352154420996395,1.1663453846630616,0,0.0,0.0,0.0,0.032853647666666666,0.21866268399999997,0.7484836579999999,-0.18580903825336004,2015-03-01,254.283005,261.660004,245.932999,260.201996,260.201996,25213700
2015-03-02,0,0,0,0,0,0,0,0,0,-0.17136476166666667,1.1301982238850752,0.9588334622184085,0,0.0,0.0,0.0,0.028934317333333334,0.200299079,0.770766616,-0.17136475955316796,2015-03-02,260.356995,276.300995,258.312988,275.670013,275.670013,40465700
2015-03-03,6221,1,0,0,0,0,0,0,0,-0.15692048700000003,0.9082420267737555,0.7513215397737555,6222,4934.3544494279995,1132.002519228,155.64324911399999,0.025014987,0.18193547399999999,0.7930495739999999,-0.15692048150778318,2015-03-03,275.04599,285.79599,268.161011,281.701996,281.701996,50461300
2015-03-04,0,0,0,0,0,0,0,0,0,-0.06621013850000002,1.3747886842012416,1.3085785457012413,0,0.0,0.0,0.0,0.0394221235,0.10563226199999999,0.8549456299999999,-0.06621013747374287,2015-03-04,281.98999,284.225006,268.126007,273.09201,273.09201,41383000
2015-03-05,953,188,86,0,0,0,0,0,0,0.024500209999999998,1.8413353416287275,1.8658355516287275,1227,1124.964748722,35.98674435,66.04850202,0.053829260000000004,0.029329050000000002,0.9168416859999999,0.024500210098000845,2015-03-05,272.739014,281.666992,264.769012,276.178009,276.178009,41302400
2015-03-06,0,0,0,0,0,0,0,0,0,0.029644435499999996,1.976768432110177,2.006412867610177,0,0.0,0.0,0.0,0.05332991300000001,0.023685477500000003,0.9229845999999999,0.029644435781622146,2015-03-06,275.600006,277.608002,270.015015,272.722992,272.722992,28918900
2015-03-07,520,110,520,0,0,0,0,0,0,0.034788661,2.1122015225916266,2.1469901835916265,1150,1068.4966411,20.74819075,60.755150900000004,0.052830566,0.018041905,0.929127514,0.03478866152182992,2015-03-07,272.294006,277.854004,270.132996,276.260986,276.260986,17825900
2015-03-08,652,106,299,0,0,0,0,0,0,0.055507527,1.502259026479783,1.557766553479783,1057,966.364992215,15.280785513,75.354244854,0.07129067630463576,0.014456750721854305,0.9142525943377484,0.05683392436856795,2015-03-08,276.433014,277.858002,272.565002,274.354004,274.354004,22067900
2015-03-09,0,0,0,0,0,0,0,0,0,-0.034930178666666686,1.2614935840598096,1.226563405393143,0,0.0,0.0,0.0,0.06133256653642384,0.0953784794812362,0.8432889878918323,-0.034045911790332783,2015-03-09,274.812012,292.700989,273.893005,289.606995,289.606995,59178200
2015-03-10,0,0,0,0,0,0,0,0,0,-0.12536788433333337,1.020728141639836,0.8953602573065027,0,0.0,0.0,0.0,0.051374456768211924,0.17630020824061812,0.7723253814459161,-0.12492574566901238,2015-03-10,289.862,300.044006,289.743011,291.76001,291.76001,67770800
2015-03-11,248,95,0,0,0,0,0,0,0,-0.21580559000000002,0.7799626992198625,0.5641571092198625,343,240.56708882499998,88.227124391,14.205807021,0.041416347,0.257221937,0.701361775,-0.21580557726747096,2015-03-11,291.524994,297.390991,290.507996,296.378998,296.378998,33963900
2015-03-12,1079,1007,496,0,0,0,0,0,0,0.023258988,2.2859758096627183,2.309234797662718,2582,2403.007236818,59.46898548,119.523692496,0.046291128,0.02303214,0.9306766989999999,0.02325898876754663,2015-03-12,296.127014,297.088013,292.412994,294.354004,294.354004,32585200
2015-03-13,0,0,0,0,0,0,0,0,0,0.012793987250000001,1.9197607212935357,1.9325547085435357,0,0.0,0.0,0.0,0.04454076875,0.0317467815,0.9237124324999999,0.012793987470696285,2015-03-13,294.118011,294.497986,285.337006,285.337006,285.337006,31421500
2015-03-14,0,0,0,0,0,0,0,0,0,0.0023289865000000014,1.5535456329243533,1.5558746194243533,0,0.0,0.0,0.0,0.0427904095,0.040461422999999996,0.916748166,0.0023289865034934847,2015-03-14,284.441986,286.34201,280.976013,281.88501,281.88501,22612300
2015-03-15,0,0,0,0,0,0,0,0,0,-0.008136014249999999,1.187330544555171,1.1791945303051707,0,0.0,0.0,0.0,0.04104005025,0.0491760645,0.9097838995,-0.008136014134061795,2015-03-15,281.424988,286.528992,280.996002,286.393005,286.393005,11970100
2015-03-16,983,13,0,0,0,0,0,0,0,-0.018601015,0.8211154561859884,0.8025144411859884,996,899.208354468,57.659143176,39.132532236,0.039289691,0.057890706,0.902819633,-0.018601014441969564,2015-03-16,285.684998,294.112,285.684998,290.592987,290.592987,21516100
2015-03-17,546,28,0,0,0,0,0,0,0,0.042532987999999994,0.7988096717415218,0.8413426597415219,574,507.017658924,21.284209296,45.698144408,0.079613492,0.037080504,0.883306026,0.042532987064274275,2015-03-17,290.595001,292.36499,284.373993,285.505005,285.505005,21497200
2015-03-18,1414,34,0,0,0,0,0,0,0,0.04253289500000001,0.9032558840822046,0.9457887790822046,1448,1279.027212528,53.69252056,115.28015252,0.079613365,0.03708047,0.883306086,0.04253289836009898,2015-03-18,285.066986,285.335999,249.869995,256.299011,256.299011,57008000
2015-03-19,228,460,21,1,0,1,0,14,0,0.061932257,0.8073726731857602,0.8693049301857603,725,665.7181739,7.190499975,52.091386299999996,0.071850188,0.009917931,0.9182319640000001,0.061932251859623096,2015-03-19,255.880005,264.243988,248.636002,260.928009,260.928009,52732000
2015-03-20,0,0,0,0,0,0,0,0,0,0.0554731198,0.811908710672603,0.867381830472603,0,0.0,0.0,0.0,0.0676327712,0.012159651399999999,0.9202076314000001,0.05547311680445169,2015-03-20,260.955994,264.847992,259.161987,261.748993,261.748993,18456700
2015-03-21,0,0,0,0,0,0,0,0,0,0.049013982600000006,0.8164447481594457,0.8654587307594457,0,0.0,0.0,0.0,0.0634153544,0.0144013718,0.9221832988,0.04901398137465046,2015-03-21,261.644012,262.196014,255.649994,260.024994,260.024994,17130100
2015-03-22,0,0,0,0,0,0,0,0,0,0.042554845400000006,0.8209807856462883,0.8635356310462884,0,0.0,0.0,0.0,0.0591979376,0.0166430922,0.9241589662,0.04255484557021938,2015-03-22,259.916992,269.747009,259.589996,267.959991,267.959991,18438100
2015-03-23,0,0,0,0,0,0,0,0,0,0.03609570820000001,0.825516823133131,0.8616125313331311,0,0.0,0.0,0.0,0.0549805208,0.018884812600000002,0.9261346336,0.03609570939115841,2015-03-23,267.894989,277.296997,261.744995,266.73999,266.73999,22811900
2015-03-24,4025,0,0,0,0,0,0,0,0,0.029636571000000004,0.8300528606199737,0.8596894316199738,4025,3735.643961525,85.034295325,204.32149360000003,0.050763104,0.021126533,0.928110301,0.02963657283746752,2015-03-24,266.576996,267.002991,244.154999,245.595001,245.595001,40073700
2015-03-25,0,0,0,0,0,0,0,0,0,0.025679594333333337,1.13481980161336,1.1604993959466934,0,0.0,0.0,0.0,0.04694049666666667,0.02126090233333333,0.931798577,0.025679594949643617,2015-03-25,247.472,249.190002,236.514999,246.197006,246.197006,35866900
2015-03-26,0,0,0,0,0,0,0,0,0,0.02172261766666667,1.4395867426067461,1.4613093602734128,0,0.0,0.0,0.0,0.04311788933333333,0.021395271666666667,0.9354868530000001,0.02172261736255002,2015-03-26,246.276001,254.354004,244.904999,248.531998,248.531998,25730000
2015-03-27,477,72,95,0,0,0,0,0,0,0.017765641000000002,1.7443536836001325,1.7621193246001325,644,604.828783076,13.865088803999999,25.306161608,0.039295282,0.021529641,0.9391751290000001,0.017765640076186716,2015-03-27,248.565994,256.811005,245.212997,247.029007,247.029007,17274900
2015-03-28,0,0,0,0,0,0,0,0,0,0.07606896349999999,1.6616963414952854,1.7377653049952855,0,0.0,0.0,0.0,0.09681069649999999,0.020741733,0.8824476004999999,0.07606896121793116,2015-03-28,246.975006,254.205002,246.975006,252.798004,252.798004,16040900
2015-03-29,265,52,60,0,0,0,0,0,0,0.13437228599999998,1.5790389993904383,1.7134112853904384,377,311.29646714399996,7.522592025000001,58.180943846999995,0.154326111,0.019953825,0.8257200719999999,0.13437228492502173,2015-03-29,252.740005,253.139008,240.850006,242.712997,242.712997,21699400
2015-03-30,524,4,0,0,0,0,0,0,0,0.040262325,0.7068117218808674,0.7470740468808674,528,488.994183744,8.873666736,30.132174336000002,0.057068512,0.016806187,0.926125348,0.04026232310767081,2015-03-30,242.878998,249.242004,239.214005,247.526001,247.526001,23009600
2015-03-31,580,0,1,0,0,0,0,0,0,0.05967567,0.7751045117971802,0.8347801817971802,581,527.848863878,9.239780116,43.911344386,0.075578906,0.015903236,0.908517838,0.05967567119351342,2015-03-31,247.453995,248.729996,242.738998,244.223999,244.223999,22672000
2015-04-01,1627,0,6,0,0,0,0,0,0,0.07680334,0.9333198013115165,1.0101231413115166,1633,1448.6244377389999,21.065629975,163.309946287,0.10000609080649112,0.012899957118799755,0.8870939606484997,0.08710613294086163,2015-04-01,244.223007,247.541,241.160004,247.272003,247.272003,22877200
2015-04-02,0,0,0,0,0,0,0,0,0,0.068942007,0.9544189596010447,1.0233609666010448,0,0.0,0.0,0.0,0.0907853212043274,0.014974785079199837,0.8942398820989997,0.07581053700585444,2015-04-02,247.089005,254.460999,245.416,253.005005,253.005005,26272600
2015-04-03,0,0,0,0,0,0,0,0,0,0.061080674,0.9755181178905729,1.0365987918905728,0,0.0,0.0,0.0,0.0815645516021637,0.01704961303959992,0.9013858035494998,0.06451494061470255,2015-04-03,253.074005,256.042999,251.878998,254.322006,254.322006,23146600
2015-04-04,1365,2,2,0,0,0,0,0,0,0.053219340999999996,0.9966172761801011,1.049836617180101,1369,1243.779931525,26.181359728999997,99.03863755799999,0.072343782,0.019124441,0.9085317249999999,0.05321934376740588,2015-04-04,254.291,255.257996,251.100006,253.697006,253.697006,12493500
2015-04-05,0,0,0,0,0,0,0,0,0,0.064353391,0.9712940250021247,1.0356474160021247,0,0.0,0.0,0.0,0.08223297733333333,0.017879586333333333,0.8998873958888888,0.06435339360273726,2015-04-05,253.761002,260.674988,251.942001,260.597992,260.597992,19649200
2015-04-06,0,0,0,0,0,0,0,0,0,0.07548744099999999,0.9459707738241483,1.0214582148241482,0,0.0,0.0,0.0,0.09212217266666667,0.016634731666666666,0.8912430667777776,0.07548744318074838,2015-04-06,260.721008,261.798004,254.574997,255.492004,255.492004,20034200
2015-04-07,0,0,0,0,0,0,0,0,0,0.086621491,0.9206475226461719,1.0072690136461717,0,0.0,0.0,0.0,0.102011368,0.015389877,0.8825987376666666,0.08662149250143922,2015-04-07,255.274002,255.804993,252.205002,253.179993,253.179993,18467400
2015-04-08,0,0,0,0,0,0,0,0,0,0.097755541,0.8953242714681955,0.9930798124681954,0,0.0,0.0,0.0,0.11190056333333334,0.014145022333333333,0.8739544085555555,0.0977555415648098,2015-04-08,253.063995,253.847,244.214996,245.022003,245.022003,30086400
2015-04-09,0,0,0,0,0,0,0,0,0,0.108889591,0.8700010202902191,0.978890611290219,0,0.0,0.0,0.0,0.12178975866666666,0.012900167666666665,0.8653100794444444,0.10888959037086013,2015-04-09,244.751007,246.117996,239.399994,243.675995,243.675995,21643500
2015-04-10,0,0,0,0,0,0,0,0,0,0.12002364099999999,0.8446777691122427,0.9647014101122426,0,0.0,0.0,0.0,0.13167895400000001,0.011655312999999999,0.8566657503333333,0.12002363891959028,2015-04-10,243.694,243.694,232.770996,236.072006,236.072006,28882000
2015-04-11,0,0,0,0,0,0,0,0,0,0.131157691,0.8193545179342663,0.9505122089342662,0,0.0,0.0,0.0,0.14156814933333334,0.010410458333333332,0.8480214212222222,0.13115768721100016,2015-04-11,236.016006,239.537003,234.175003,236.552002,236.552002,16365200
2015-04-12,0,0,0,0,0,0,0,0,0,0.142291741,0.7940312667562899,0.9363230077562898,0,0.0,0.0,0.0,0.15145734466666666,0.009165603666666666,0.8393770921111111,0.1422917352450898,2015-04-12,236.535004,237.727997,233.494995,236.153,236.153,12387900
2015-04-13,544,0,1,0,0,0,0,0,0,0.153425791,0.7687080155783135,0.9221338065783135,545,452.749355835,4.316808205,87.93386430000001,0.16134654,0.007920749,0.830732763,0.15342578302185927,2015-04-13,235.949997,236.934998,221.996002,224.587006,224.587006,31181800
